W_ID,W_395.5,W_397,W_398.49,W_399.99,W_401.49,W_402.99,W_404.48,W_405.98,W_407.48,W_408.98,W_410.48,W_411.98,W_413.48,W_414.98,W_416.49,W_417.99,W_419.49,W_420.99,W_422.49,W_424,W_425.5,W_427.01,W_428.51,W_430.02,W_431.52,W_433.03,W_434.53,W_436.04,W_437.55,W_439.05,W_440.56,W_442.07,W_443.58,W_445.08,W_446.59,W_448.1,W_449.61,W_451.12,W_452.63,W_454.14,W_455.66,W_457.17,W_458.68,W_460.19,W_461.7,W_463.22,W_464.73,W_466.24,W_467.76,W_469.27,W_470.79,W_472.3,W_473.82,W_475.34,W_476.85,W_478.37,W_479.89,W_481.4,W_482.92,W_484.44,W_485.96,W_487.48,W_489,W_490.52,W_492.04,W_493.56,W_495.08,W_496.6,W_498.12,W_499.65,W_501.17,W_502.69,W_504.21,W_505.74,W_507.26,W_508.79,W_510.31,W_511.84,W_513.36,W_514.89,W_516.42,W_517.94,W_519.47,W_521,W_522.52,W_524.05,W_525.58,W_527.11,W_528.64,W_530.17,W_531.7,W_533.23,W_534.76,W_536.29,W_537.82,W_539.36,W_540.89,W_542.42,W_543.95,W_545.49,W_547.02,W_548.56,W_550.09,W_551.63,W_553.16,W_554.7,W_556.23,W_557.77,W_559.31,W_560.84,W_562.38,W_563.92,W_565.46,W_567,W_568.54,W_570.08,W_571.62,W_573.16,W_574.7,W_576.24,W_577.78,W_579.32,W_580.86,W_582.41,W_583.95,W_585.49,W_587.04,W_588.58,W_590.12,W_591.67,W_593.21,W_594.76,W_596.31,W_597.85,W_599.4,W_600.95,W_602.49,W_604.04,W_605.59,W_607.14,W_608.69,W_610.24,W_611.79,W_613.34,W_614.89,W_616.44,W_617.99,W_619.54,W_621.09,W_622.65,W_624.2,W_625.75,W_627.31,W_628.86,W_630.41,W_631.97,W_633.52,W_635.08,W_636.64,W_638.19,W_639.75,W_641.31,W_642.86,W_644.42,W_645.98,W_647.54,W_649.1,W_650.65,W_652.21,W_653.77,W_655.33,W_656.9,W_658.46,W_660.02,W_661.58,W_663.14,W_664.7,W_666.27,W_667.83,W_669.4,W_670.96,W_672.52,W_674.09,W_675.65,W_677.22,W_678.79,W_680.35,W_681.92,W_683.49,W_685.05,W_686.62,W_688.19,W_689.76,W_691.33,W_692.9,W_694.47,W_696.04,W_697.61,W_699.18,W_700.75,W_702.32,W_703.89,W_705.47,W_707.04,W_708.61,W_710.19,W_711.76,W_713.33,W_714.91,W_716.48,W_718.06,W_719.63,W_721.21,W_722.79,W_724.36,W_725.94,W_727.52,W_729.1,W_730.68,W_732.26,W_733.83,W_735.41,W_736.99,W_738.57,W_740.16,W_741.74,W_743.32,W_744.9,W_746.48,W_748.06,W_749.65,W_751.23,W_752.82,W_754.4,W_755.98,W_757.57,W_759.15,W_760.74,W_762.33,W_763.91,W_765.5,W_767.09,W_768.67,W_770.26,W_771.85,W_773.44,W_775.03,W_776.62,W_778.21,W_779.8,W_781.39,W_782.98,W_784.57,W_786.16,W_787.75,W_789.35,W_790.94,W_792.53,W_794.13,W_795.72,W_797.31,W_798.91,W_800.5,W_802.1,W_803.7,W_805.29,W_806.89,W_808.49,W_810.08,W_811.68,W_813.28,W_814.88,W_816.48,W_818.08,W_819.68,W_821.28,W_822.88,W_824.48,W_826.08,W_827.68,W_829.28,W_830.88,W_832.49,W_834.09,W_835.69,W_837.3,W_838.9,W_840.51,W_842.11,W_843.72,W_845.32,W_846.93,W_848.53,W_850.14,W_851.75,W_853.36,W_854.96,W_856.57,W_858.18,W_859.79,W_861.4,W_863.01,W_864.62,W_866.23,W_867.84,W_869.45,W_871.06,W_872.68,W_874.29,W_875.9,W_877.51,W_879.13,W_880.74,W_882.36,W_883.97,W_885.59,W_887.2,W_888.82,W_890.43,W_892.05,W_893.67,W_895.28,W_896.9,W_898.52,W_900.14,W_901.76,W_903.38,W_905,W_906.62,W_908.24,W_909.86,W_911.48,W_913.1,W_914.72,W_916.35,W_917.97,W_919.59,W_921.21,W_922.84,W_924.46,W_926.09,W_927.71,W_929.34,W_930.96,W_932.59,W_934.22,W_935.84,W_937.47,W_939.1,W_940.73,W_942.35,W_943.98,W_945.61,W_947.24,W_948.87,W_950.5,W_952.13,W_953.76,W_955.39,W_957.03,W_958.66,W_960.29,W_961.92,W_963.56,W_965.19,W_966.82,W_968.46,W_970.09,W_971.73,W_973.36,W_975,W_976.64,W_978.27,W_979.91,W_981.55,W_983.19,W_984.82,W_986.46,W_988.1,W_989.74,W_991.38,W_993.02,W_994.66,W_996.3,W_997.94,W_999.58,W_1001.23,W_1002.87,W_1004.51,W_1006.15,W_1007.8,W_1009.44
1,0.091263446,0.086306859,0.081994128,0.078273147,0.075091808,0.072398005,0.070139631,0.068264579,0.066265182,0.065455432,0.064887277,0.063839324,0.062766828,0.062159998,0.061478118,0.060736536,0.059885615,0.059067335,0.058503905,0.057970644,0.057199928,0.056554788,0.056049974,0.055979382,0.055734482,0.055472244,0.055137808,0.055068381,0.055127706,0.055200422,0.05505273,0.055019165,0.054994206,0.055001634,0.055093891,0.055100001,0.055040037,0.05503834,0.055039189,0.055189787,0.055307547,0.055386583,0.055435283,0.05537489,0.055371175,0.055429442,0.055469375,0.055582978,0.055660196,0.055658991,0.055673045,0.055805021,0.055980735,0.056161776,0.056290814,0.05640414,0.056536514,0.056721193,0.056933459,0.05708905,0.057237961,0.057509303,0.057803418,0.058092986,0.058352065,0.058581354,0.058821925,0.059122173,0.059386836,0.059625401,0.0598504,0.060035563,0.060195602,0.060361869,0.060631525,0.060961011,0.061268466,0.061560606,0.061848341,0.0621825,0.062499697,0.062834856,0.063134689,0.063426215,0.063766566,0.064078315,0.064394339,0.064717372,0.065064084,0.065413509,0.065771145,0.066122114,0.066477517,0.066833641,0.067135078,0.067496324,0.067852884,0.068219281,0.068613977,0.068994867,0.069349504,0.069729105,0.070060082,0.070387328,0.070668098,0.07097458,0.07132719,0.071680745,0.072038272,0.072414109,0.072764643,0.073126892,0.073464222,0.073815425,0.074170273,0.074574593,0.074941554,0.075283914,0.07561495,0.075967827,0.076316685,0.076632349,0.076952555,0.077296771,0.077666132,0.078057095,0.078438314,0.078812833,0.079191684,0.079544408,0.079847463,0.080119758,0.080414358,0.080705584,0.080983579,0.081261289,0.081572122,0.081888732,0.082241778,0.082599205,0.082933634,0.083274003,0.083631066,0.083935446,0.08422666,0.084513337,0.084836431,0.08517391,0.085490576,0.085864254,0.086279548,0.086743247,0.087282033,0.087820356,0.088367571,0.08890428,0.089345014,0.089743685,0.090079158,0.090387819,0.090713117,0.091061952,0.091460668,0.091898488,0.092317819,0.092694359,0.092942134,0.09306496,0.093075859,0.092964693,0.092804268,0.092691076,0.092654461,0.092736673,0.092938202,0.093234865,0.093592719,0.093914959,0.094182186,0.094372954,0.094503227,0.09462854,0.094808432,0.09508791,0.095538417,0.096185279,0.097031169,0.098017231,0.09907923,0.10017397,0.101241373,0.102238262,0.103180075,0.104075028,0.104965336,0.1058777,0.106876239,0.107974437,0.109161563,0.110414606,0.111716797,0.113011213,0.114263232,0.115468613,0.116583653,0.117636039,0.11863792,0.119591993,0.120540443,0.121508513,0.122495045,0.123506496,0.124489121,0.125483839,0.126501313,0.127499065,0.128526721,0.129579185,0.130643852,0.131784807,0.132938004,0.134116794,0.13530489,0.136458906,0.137512576,0.138438402,0.139209815,0.139866355,0.140437622,0.140918943,0.141404365,0.141906452,0.142510203,0.143276136,0.144164183,0.145198402,0.146344767,0.147523312,0.148681639,0.149733179,0.150635586,0.151388477,0.151977309,0.152358416,0.152636121,0.152807837,0.152974022,0.153174319,0.153485482,0.153920455,0.154524204,0.155228994,0.156030384,0.15686323,0.157697614,0.158499415,0.159181271,0.159736252,0.160160558,0.160439862,0.160610681,0.160709002,0.160802633,0.160895247,0.16105858,0.161262475,0.161562618,0.16195384,0.162442311,0.163016659,0.163659015,0.164335028,0.165043099,0.165727222,0.166376108,0.166943808,0.167417681,0.167805383,0.168079242,0.168246722,0.168339463,0.16835606,0.16838246,0.168390443,0.168419342,0.168513626,0.168658547,0.168829058,0.169064333,0.169320704,0.169602009,0.169920185,0.170230869,0.17056173,0.170886574,0.171210985,0.171555832,0.171854653,0.17214361,0.172425794,0.172650907,0.172850726,0.173009049,0.173104321,0.173142366,0.173129068,0.173100982,0.17307915,0.173055938,0.173037567,0.173032107,0.173054929,0.173133682,0.17324269,0.173384843,0.173546103,0.173711286,0.173912786,0.174119255,0.174334548,0.174597046,0.174869341,0.175096004,0.175305641,0.175466247,0.175618206,0.175756569,0.175809862,0.17581,0.175781787,0.175718849,0.175691897,0.175637305,0.175612198,0.175641191,0.17567283,0.175723562,0.175787633,0.175898135,0.17603887,0.176146001,0.1762267,0.176311569,0.176388645,0.176433214,0.176453163,0.176472956,0.176483017,0.176445961,0.176418609,0.17641182,0.176370839,0.176332308,0.176196301,0.176051754,0.175882923,0.175665517,0.175417083,0.175198279,0.174962484,0.174764705,0.174654254,0.174561665,0.174578201,0.17460128,0.174631718,0.174634108,0.174695386,0.174782257,0.174803433,0.174832432,0.174894961,0.174949962,0.174987596,0.175078798,0.175181835,0.175319707,0.175435685,0.17552001,0.175584765,0.175595294,0.175663553,0.175668748,0.175659532,0.175645975,0.175598956,0.175546934,0.175496107,0.175452669,0.175422816,0.175412745,0.17542865
2,0.093450064,0.088119207,0.083518753,0.079590806,0.076277467,0.07352084,0.071263026,0.069446129,0.067435014,0.066887108,0.066562209,0.065828473,0.065128092,0.064615208,0.063945335,0.063260931,0.062456651,0.061657823,0.061204086,0.06066595,0.05993566,0.059225226,0.058696339,0.058625991,0.058365419,0.05807132,0.057724249,0.05758188,0.057469821,0.057490323,0.057262374,0.057221017,0.05716569,0.057182984,0.057166012,0.057158168,0.05706962,0.057094852,0.057133988,0.057165752,0.057253212,0.057294231,0.057346947,0.0573198,0.057329369,0.05743245,0.057535285,0.057626171,0.057666847,0.057677781,0.057666969,0.057748535,0.057889741,0.057977215,0.058039376,0.058088029,0.058221544,0.058427067,0.058657449,0.058818464,0.058979622,0.059214271,0.059493158,0.059767502,0.060013238,0.060231828,0.060474118,0.060736595,0.06099661,0.061262295,0.061510969,0.061691584,0.061820284,0.061972056,0.062221497,0.062522479,0.06280075,0.063088818,0.063368805,0.063670606,0.063994823,0.064301895,0.06462674,0.06492272,0.065248196,0.065541225,0.065844737,0.066150826,0.066484424,0.066802928,0.067125193,0.067480457,0.067818588,0.068180602,0.068489359,0.068830296,0.069190532,0.069554022,0.069962262,0.07034228,0.070688295,0.07104426,0.071363317,0.071662857,0.071949494,0.072276483,0.072639837,0.073034921,0.07340228,0.073782378,0.074147557,0.074531702,0.074883638,0.075232788,0.075585716,0.075981028,0.076342115,0.076695316,0.077037766,0.077413515,0.077780995,0.078113113,0.078452896,0.078815631,0.079222631,0.079656754,0.080074716,0.08049197,0.080909706,0.081310851,0.081656553,0.081969966,0.082279043,0.08261336,0.082941234,0.083265617,0.083637929,0.084015843,0.084432642,0.084860018,0.085266803,0.08567644,0.086099256,0.086458304,0.086797818,0.087113087,0.087477397,0.087872901,0.088245226,0.088657979,0.089107594,0.089602764,0.090170655,0.090738821,0.091314847,0.09188299,0.092355544,0.092778563,0.09316153,0.093504589,0.093897205,0.094322876,0.094823867,0.095381747,0.095920342,0.096441888,0.096851385,0.097152396,0.097357403,0.09746276,0.097535049,0.097673287,0.097932576,0.098319375,0.098843935,0.099470954,0.100147779,0.10077053,0.101280763,0.10169003,0.102018057,0.102297462,0.102591934,0.102948734,0.10345912,0.104157058,0.105063833,0.106079809,0.107156919,0.108244379,0.109271649,0.11021843,0.111074102,0.111876829,0.112661453,0.113438669,0.114293816,0.115241881,0.116302046,0.117420652,0.118594286,0.1197677,0.120905814,0.121989643,0.122990717,0.123932423,0.124824666,0.125678327,0.126521879,0.127375107,0.128246148,0.129137873,0.130011545,0.130872078,0.131743522,0.132604151,0.133483799,0.134379846,0.135295668,0.136284956,0.137295504,0.138348593,0.139402601,0.140425925,0.141349215,0.142156911,0.142824186,0.143362971,0.143807245,0.144176107,0.144556683,0.144969711,0.145489449,0.146185924,0.147020611,0.148022013,0.149125918,0.150281292,0.151408775,0.152447606,0.153323878,0.154035115,0.15458558,0.154938859,0.155189335,0.155327941,0.155469351,0.155671211,0.155976009,0.156411257,0.157010714,0.157735062,0.158546597,0.159390566,0.160237889,0.161056934,0.161784905,0.162371699,0.162825966,0.163134025,0.163353121,0.163475823,0.163581179,0.163685534,0.163863099,0.164083901,0.16439422,0.164804094,0.165314076,0.165904062,0.166579742,0.167282539,0.168022952,0.168723897,0.16940084,0.169982662,0.170484139,0.170881558,0.17117045,0.171351612,0.171455767,0.171494814,0.17154265,0.171562227,0.171621751,0.171740381,0.171902944,0.172092272,0.172354264,0.172625717,0.172921806,0.173247803,0.173573781,0.17392597,0.174259408,0.174589671,0.174948461,0.175243414,0.175534034,0.175820628,0.176047683,0.176239116,0.176385437,0.176483912,0.176533541,0.176534378,0.176509586,0.176490804,0.176457997,0.176427931,0.176436175,0.176454756,0.176532623,0.176641836,0.176778174,0.176926289,0.177119208,0.177343179,0.177581382,0.177817697,0.178084008,0.178378085,0.178645736,0.178902631,0.179094626,0.179272741,0.179444312,0.179517731,0.179554368,0.179548997,0.179522724,0.179499739,0.179486403,0.179486054,0.1795215,0.179565544,0.179658585,0.179749295,0.179871825,0.180051906,0.180195214,0.180306474,0.180445999,0.180557912,0.180663527,0.180751207,0.180840045,0.180897598,0.180896237,0.180913026,0.180953992,0.180955351,0.180963322,0.180876274,0.180789245,0.180683135,0.180599108,0.180495205,0.180417,0.180308541,0.180226709,0.180188364,0.180197154,0.180291823,0.180387299,0.180480211,0.180525074,0.180599712,0.18071929,0.180732692,0.180810838,0.18090665,0.180955948,0.180994647,0.181074099,0.181188041,0.181358754,0.181478879,0.181562045,0.18164534,0.181653976,0.18166504,0.181628533,0.181538673,0.181513037,0.181419899,0.181316638,0.181208815,0.181101995,0.181001739,0.180913613,0.180843178
3,0.093182596,0.088502742,0.084327488,0.080632288,0.077392597,0.074583868,0.072181556,0.070161115,0.068149136,0.067329816,0.066781053,0.065925315,0.065010889,0.064503104,0.063765637,0.063057801,0.062203922,0.061478895,0.060963364,0.060366632,0.059684418,0.059039732,0.058610082,0.058517697,0.058308034,0.05808832,0.057733513,0.057644497,0.057555866,0.057589458,0.057440719,0.057350319,0.057337785,0.057381944,0.057394037,0.05737378,0.057315978,0.057323902,0.057392266,0.057439908,0.057519518,0.057567811,0.057580268,0.057516496,0.057463565,0.05747109,0.057593769,0.05766321,0.057716307,0.05772677,0.057752829,0.057834923,0.057957832,0.058091923,0.058169539,0.058225344,0.05837308,0.058564852,0.058800434,0.058977748,0.059191127,0.059437455,0.059716403,0.059993465,0.060255561,0.060460327,0.060688462,0.060987821,0.061231306,0.061508125,0.061762092,0.061943245,0.062108737,0.062268934,0.062522346,0.062797072,0.063067947,0.063353255,0.063617284,0.063906262,0.064252348,0.064600436,0.064916687,0.065224502,0.065526964,0.065817153,0.066139193,0.066443823,0.066784609,0.067120147,0.067469222,0.067847237,0.068213453,0.068605371,0.068934891,0.069301234,0.069673063,0.070038085,0.070457281,0.07085278,0.071200831,0.071561345,0.071879907,0.072197298,0.07250021,0.072832736,0.073201814,0.07358052,0.073917966,0.074279368,0.07462297,0.075001151,0.075365576,0.075723628,0.076086817,0.076502363,0.076884732,0.077264653,0.077618111,0.078007003,0.078378242,0.078710822,0.079039405,0.079390243,0.079790985,0.080236622,0.080671153,0.081108576,0.0815368,0.081941844,0.082303912,0.082629507,0.082960576,0.083322905,0.083673595,0.084034186,0.084427307,0.084829101,0.085275059,0.085737323,0.086178822,0.086610967,0.087064505,0.087465048,0.087848881,0.088199445,0.088588892,0.088992523,0.089378731,0.089799856,0.09024892,0.090752624,0.091330446,0.091917585,0.092510301,0.093088525,0.093598922,0.094055297,0.09446384,0.094832854,0.095249223,0.095698647,0.096226217,0.09680188,0.097367754,0.097928941,0.0983762,0.09871528,0.098952732,0.099099895,0.099221396,0.099409249,0.09972048,0.100161692,0.10074374,0.101414747,0.102125176,0.102782929,0.103327796,0.103767711,0.104102021,0.104385912,0.104683383,0.10504639,0.105556613,0.10625112,0.107144905,0.108146854,0.109216056,0.110286612,0.111312374,0.11225657,0.113107349,0.113899708,0.114668433,0.115440588,0.116285813,0.117226093,0.118276032,0.119390985,0.120556815,0.121720969,0.122858804,0.123949617,0.124964417,0.125905627,0.126799901,0.127650665,0.128497795,0.129351976,0.13022267,0.131111614,0.131979739,0.132833111,0.133689655,0.134530423,0.135391071,0.136275101,0.137161107,0.138115432,0.139103415,0.140135723,0.141174168,0.142181587,0.143097815,0.143884716,0.144522872,0.145039864,0.145462919,0.145801705,0.146152677,0.146533164,0.147011815,0.147674612,0.14848612,0.149470875,0.150568162,0.151725675,0.152864878,0.153900405,0.154784388,0.155507778,0.156051919,0.156380659,0.156601773,0.156706835,0.156800666,0.156957143,0.157228226,0.157640457,0.15821446,0.158923818,0.159734076,0.160584663,0.161447371,0.162277611,0.163011918,0.163594913,0.164043235,0.164334802,0.164522906,0.164630485,0.164704815,0.16477388,0.16490516,0.165081319,0.165354572,0.165737321,0.166227664,0.166818481,0.167498198,0.168205917,0.168955131,0.169672934,0.170370071,0.170968765,0.171471148,0.171877089,0.172162149,0.17233188,0.172420829,0.172439425,0.172461749,0.172460433,0.172486963,0.172573588,0.172699434,0.172863098,0.173093496,0.173331291,0.173612979,0.173928004,0.174251576,0.174601655,0.17492839,0.175250531,0.175598339,0.175888257,0.176176903,0.176459069,0.176670058,0.176857651,0.17698166,0.17706269,0.177087374,0.177065616,0.17703331,0.176997646,0.176949598,0.176899269,0.176896795,0.176905543,0.176983786,0.177091282,0.177218017,0.17736818,0.177547241,0.177764653,0.177985662,0.178218948,0.178493708,0.178780861,0.179039749,0.179278987,0.179457303,0.179611832,0.179772318,0.17983451,0.179856549,0.179838172,0.179810341,0.17979086,0.179772639,0.179774421,0.179829156,0.179876379,0.179980563,0.180079151,0.180209481,0.18039006,0.180551777,0.180673665,0.180800621,0.180906601,0.181008453,0.181077918,0.181142213,0.181196393,0.181186828,0.181194035,0.181245886,0.181249935,0.18126319,0.181176395,0.181096826,0.180975904,0.180846308,0.18071696,0.18060397,0.180448569,0.180345898,0.180296176,0.180285681,0.180370146,0.180429048,0.180500901,0.180514459,0.180564441,0.180653763,0.180649393,0.180697635,0.180758775,0.180781494,0.180751576,0.180782212,0.180865885,0.180992876,0.181049762,0.181085791,0.181153441,0.181138805,0.181187722,0.18119235,0.181180031,0.181184646,0.18114006,0.181096489,0.181062277,0.181045768,0.181055306,0.181099234,0.181185897
4,0.091698532,0.087183801,0.08313022,0.079517275,0.076324451,0.073531237,0.071117117,0.069061578,0.06707975,0.065971407,0.065377698,0.064550522,0.063605035,0.063025077,0.062373489,0.061663157,0.060792803,0.059963534,0.059645562,0.059120831,0.058488617,0.057811796,0.057384741,0.057326898,0.057180918,0.056877119,0.056396236,0.056217159,0.056209817,0.056196992,0.055953255,0.055843894,0.055802916,0.055729928,0.055733139,0.055733096,0.055720567,0.055748025,0.055886783,0.056007027,0.056156331,0.056299026,0.056363675,0.056234691,0.056140125,0.056106486,0.056128198,0.05618344,0.056232132,0.056242138,0.056254116,0.056362219,0.056566179,0.056736575,0.056862092,0.05693836,0.05710184,0.057294528,0.057536022,0.057671828,0.057816223,0.058050866,0.05829188,0.058561238,0.058810904,0.059012143,0.059253418,0.059527394,0.059813846,0.060117126,0.06043217,0.06064274,0.060793831,0.060890037,0.061115417,0.061392807,0.061656458,0.061939412,0.062187934,0.062492321,0.062846431,0.063211828,0.063588132,0.063931803,0.064276319,0.064577975,0.064878759,0.065182131,0.065553853,0.065927718,0.066278874,0.066651014,0.067022385,0.06743456,0.067785213,0.068150248,0.068513992,0.06887632,0.069270321,0.06964208,0.069983225,0.070359776,0.070680426,0.071014312,0.071309398,0.071651365,0.072010557,0.072397231,0.07275918,0.07313363,0.073491296,0.073873392,0.074211632,0.074554372,0.074910004,0.075334634,0.075707016,0.076096732,0.076461816,0.076848446,0.077222204,0.077586483,0.07794424,0.078326181,0.07873807,0.079181421,0.079578548,0.079987185,0.08039385,0.080772442,0.081114237,0.081421077,0.08172076,0.082053559,0.082401648,0.082765631,0.083168628,0.083575034,0.084021505,0.084467958,0.084887379,0.085323146,0.085776441,0.086184458,0.08658721,0.086945053,0.087340627,0.087757567,0.088153315,0.088584017,0.089034756,0.089535373,0.090123854,0.090720777,0.091314189,0.09190134,0.092426506,0.092894428,0.093310252,0.093691418,0.094116888,0.094567913,0.095090497,0.095666435,0.096242604,0.096809726,0.097261265,0.09760511,0.097840938,0.097983196,0.098112386,0.098299926,0.098600218,0.099051768,0.099649363,0.100331101,0.101055672,0.101727639,0.102292014,0.102741349,0.103104628,0.103428236,0.103756547,0.104137415,0.104676359,0.105386103,0.106291602,0.107323056,0.108406026,0.109490843,0.110516374,0.111462589,0.112310606,0.113100333,0.113882546,0.114649299,0.11548453,0.116418015,0.117457974,0.118567947,0.119741551,0.120898501,0.12202998,0.123120309,0.124130704,0.125086109,0.125981021,0.126823715,0.127660906,0.128482263,0.129338663,0.130213451,0.131060627,0.131902942,0.13274606,0.13355736,0.134401611,0.135263968,0.13613066,0.137087835,0.138067035,0.13909297,0.140125827,0.141121247,0.142029013,0.142807486,0.143452187,0.143985227,0.144420198,0.144768055,0.14512715,0.145507378,0.145993776,0.146682575,0.147498097,0.148484403,0.149565619,0.150706323,0.151810531,0.152839044,0.153726624,0.154456518,0.15500891,0.155357371,0.155596904,0.155721523,0.155850688,0.156027831,0.15630545,0.156719963,0.157288303,0.157987448,0.158790655,0.159644276,0.160500634,0.161321751,0.162048776,0.162645772,0.163111466,0.16341848,0.163624723,0.163736603,0.16385403,0.163946657,0.164112321,0.164319541,0.164624983,0.165022677,0.165525045,0.166117922,0.166794122,0.167503472,0.168236058,0.168924252,0.169599148,0.170182836,0.170685885,0.171064423,0.171362492,0.171554711,0.171663697,0.171692807,0.171735303,0.171754009,0.171814084,0.171916256,0.172063244,0.17224706,0.172491518,0.172732044,0.17300521,0.17330517,0.173626049,0.173970153,0.174287501,0.174609253,0.174966617,0.175268907,0.175571389,0.175859459,0.176090606,0.176283705,0.176415574,0.176511732,0.176547621,0.176535478,0.176524313,0.176523224,0.176514611,0.176514812,0.176551915,0.176573561,0.176660455,0.176787921,0.176925227,0.177096957,0.177280239,0.177486059,0.177697237,0.17793638,0.178213567,0.17851183,0.1787739,0.179024791,0.179239871,0.179400692,0.179571737,0.179664691,0.179720325,0.179720783,0.179668927,0.179630453,0.179586945,0.179564171,0.179584166,0.17962141,0.179698874,0.179792645,0.179943532,0.180110848,0.180262315,0.180392947,0.180554117,0.180681657,0.18080034,0.180899741,0.180951132,0.181013533,0.181029849,0.18106074,0.181085024,0.181129435,0.181181886,0.181104232,0.181023241,0.180843185,0.180666101,0.180447875,0.180294123,0.180110151,0.179952717,0.179886229,0.179846813,0.17991937,0.18002575,0.180204635,0.180328172,0.18044703,0.180601496,0.180607116,0.180699557,0.180810183,0.180897556,0.18090933,0.18097328,0.181075328,0.18120705,0.181291381,0.181342025,0.18140738,0.181428811,0.181476111,0.181486257,0.181463744,0.181484058,0.181433648,0.181373604,0.181309912,0.181248558,0.181195525,0.1811568,0.181138366
